algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length
Expected SARSA,18,4400,526266,-116.26,103.60478477643507,0.4,124.66
Expected SARSA,18,4800,545170,-70.48,102.44027428662208,0.62,83.5
Expected SARSA,18,5200,559422,-46.14,92.15603670970675,0.74,61.68
Expected SARSA,18,5600,569597,-7.76,57.3063945571771,0.92,27.08
Expected SARSA,18,6000,577739,0.0,41.301282284783206,0.96,20.16
Expected SARSA,18,6400,584863,-4.5,49.9457869359675,0.94,24.24
Expected SARSA,18,6800,591576,3.46,29.45921428216389,0.98,17.12
Expected SARSA,18,7200,597897,0.18,41.35742166202594,0.96,19.98
Expected SARSA,18,7600,604512,-4.14,50.061598790583865,0.94,23.88
Expected SARSA,18,8000,611437,-0.68,41.19413471228493,0.96,20.84
Expected SARSA,18,8400,618071,4.12,29.58808364658906,0.98,16.46
Expected SARSA,18,8800,624625,-0.48,41.20988587557058,0.96,20.64
Expected SARSA,18,9200,632155,-0.42,41.23209073188563,0.96,20.58
Expected SARSA,18,9600,638844,-0.16,41.26191108180096,0.96,20.32
Expected SARSA,18,10000,647143,-0.98,41.11183850554634,0.96,21.14
Expected SARSA,19,1,200,-778.26,177.43901625571507,0.06,197.04
Expected SARSA,19,400,77798,-200.0,0.0,0.0,200.0
Expected SARSA,19,800,153007,-200.0,0.0,0.0,200.0
Expected SARSA,19,1200,220887,-191.56,41.767168045375215,0.04,192.4
Expected SARSA,19,1600,279789,-200.0,0.0,0.0,200.0
Expected SARSA,19,2000,331339,-187.18,51.25912163723066,0.06,188.44
Expected SARSA,19,2400,375533,-166.28,78.0476149800981,0.16,169.64
Expected SARSA,19,2800,412065,-183.02,58.16882186132613,0.08,184.7
Expected SARSA,19,3200,443196,-149.4,90.96175469023522,0.24,154.44
Expected SARSA,19,3600,472639,-136.88,97.40356612505289,0.3,143.18
Expected SARSA,19,4000,499072,-124.42,101.80395124844574,0.36,131.98
Expected SARSA,19,4400,522767,-108.0,104.85558581950234,0.44,117.24
Expected SARSA,19,4800,543060,-87.32,105.06993589305853,0.54,98.66
Expected SARSA,19,5200,559622,-37.5,87.21103890060277,0.78,53.88
Expected SARSA,19,5600,569568,-20.82,73.06572104507514,0.86,38.88
Expected SARSA,19,6000,577778,0.08,41.30367380013254,0.96,20.08
Expected SARSA,19,6400,585006,0.02,41.31881520319669,0.96,20.14
Expected SARSA,19,6800,592010,0.0,41.32598135185513,0.96,20.16
Expected SARSA,19,7200,598360,3.9,29.552616514568435,0.98,16.68
Expected SARSA,19,7600,605189,4.4,29.635196944835442,0.98,16.18
Expected SARSA,19,8000,612477,-4.66,49.90014927792485,0.94,24.4
Expected SARSA,19,8400,619781,3.3,29.462012899352835,0.98,17.28
Expected SARSA,19,8800,626760,3.94,29.528547238914687,0.98,16.64
Expected SARSA,19,9200,633661,8.16,2.5262701392223534,1.0,12.84
Expected SARSA,19,9600,641189,0.22,41.379917242793134,0.96,19.94
Expected SARSA,19,10000,648160,-0.28,41.27362156068563,0.96,20.44
Expected SARSA,20,1,200,-782.92,112.86796331491563,0.02,199.42
Expected SARSA,20,400,78448,-200.0,0.0,0.0,200.0
Expected SARSA,20,800,152848,-200.0,0.0,0.0,200.0
Expected SARSA,20,1200,219245,-200.0,0.0,0.0,200.0
Expected SARSA,20,1600,280065,-200.0,0.0,0.0,200.0
Expected SARSA,20,2000,334010,-183.04,58.099127114170756,0.08,184.72
Expected SARSA,20,2400,378727,-162.06,81.80275181240317,0.18,165.84
Expected SARSA,20,2800,414982,-162.12,81.67397607161621,0.18,165.9
Expected SARSA,20,3200,447575,-132.38,99.57888678769989,0.32,139.1
Expected SARSA,20,3600,474749,-124.34,101.9128499238042,0.36,131.9
Expected SARSA,20,4000,501100,-166.38,77.82237493688,0.16,169.74
Expected SARSA,20,4400,526272,-82.92,104.84796378663766,0.56,94.68
Expected SARSA,20,4800,550077,-74.3,103.68461795271274,0.6,86.9
Expected SARSA,20,5200,565613,-78.46,104.49532945328714,0.58,90.64
Expected SARSA,20,5600,577215,-12.32,63.23601402197767,0.9,31.22
Expected SARSA,20,6000,587503,4.1,29.59953805486201,0.98,16.48
Expected SARSA,20,6400,595098,-9.12,56.91082892543027,0.92,28.44
Expected SARSA,20,6800,601979,-0.98,41.11432046062266,0.96,21.14
Expected SARSA,20,7200,608674,-4.18,50.04148890915315,0.94,23.92
Expected SARSA,20,7600,615045,4.2,29.605570352863783,0.98,16.38
Expected SARSA,20,8000,622072,-0.2,41.24689227625494,0.96,20.36
Expected SARSA,20,8400,629506,-4.5,49.96580463329958,0.94,24.24
Expected SARSA,20,8800,636747,4.1,29.56090219826706,0.98,16.48
Expected SARSA,20,9200,644692,3.34,29.42968791224679,0.98,17.24
Expected SARSA,20,9600,652745,3.68,29.474610312287844,0.98,16.9
Expected SARSA,20,10000,660687,-0.6,41.182520563948,0.96,20.76
Expected SARSA,21,1,200,-770.04,112.46858246113145,0.02,198.6
Expected SARSA,21,400,78316,-200.0,0.0,0.0,200.0
Expected SARSA,21,800,152158,-195.7,30.405591591021544,0.02,196.12
Expected SARSA,21,1200,220114,-200.0,0.0,0.0,200.0
Expected SARSA,21,1600,280743,-200.0,0.0,0.0,200.0
Expected SARSA,21,2000,334286,-178.78,64.30865939723348,0.1,180.88
Expected SARSA,21,2400,380162,-183.06,58.0300449978197,0.08,184.74
Expected SARSA,21,2800,417220,-149.16,91.39538683486097,0.24,154.2
Expected SARSA,21,3200,450790,-132.54,99.34380828666656,0.32,139.26
Expected SARSA,21,3600,479223,-141.46,94.82964532599001,0.28,147.34
Expected SARSA,21,4000,504292,-124.36,101.88163600522932,0.36,131.92
Expected SARSA,21,4400,531065,-124.3,101.96803220537667,0.36,131.86
Expected SARSA,21,4800,549365,-58.0,98.42597964657378,0.68,72.28
Expected SARSA,21,5200,563407,-79.22,103.83528754125695,0.58,91.4
Expected SARSA,21,5600,573989,-24.3,77.49924291927775,0.84,41.94
Expected SARSA,21,6000,583141,0.06,41.29950832340624,0.96,20.1
Expected SARSA,21,6400,590782,-12.94,63.04951407021148,0.9,31.84
Expected SARSA,21,6800,597964,-16.7,68.41686449216141,0.88,35.18
Expected SARSA,21,7200,604969,4.02,29.56244860201771,0.98,16.56
Expected SARSA,21,7600,612947,-0.16,41.28910514992583,0.96,20.32
Expected SARSA,21,8000,620648,-0.72,41.16469658454875,0.96,20.88
Expected SARSA,21,8400,629627,3.88,29.539071324161117,0.98,16.7
Expected SARSA,21,8800,638508,-8.6,57.0506398755008,0.92,27.92
Expected SARSA,21,9200,646612,-4.22,50.03316859028292,0.94,23.96
Expected SARSA,21,9600,656779,-8.08,57.23201615764893,0.92,27.4
Expected SARSA,21,10000,667398,-0.54,41.20491847003764,0.96,20.7
Expected SARSA,22,1,198,-894.34,303.74845997761946,0.04,198.04
Expected SARSA,22,400,78257,-200.0,0.0,0.0,200.0
Expected SARSA,22,800,152971,-200.0,0.0,0.0,200.0
Expected SARSA,22,1200,222019,-200.0,0.0,0.0,200.0
Expected SARSA,22,1600,284409,-195.74,30.122748878546915,0.02,196.16
Expected SARSA,22,2000,337077,-183.02,58.16741846969462,0.08,184.7
Expected SARSA,22,2400,381172,-170.24,74.50915845637736,0.14,173.18
Expected SARSA,22,2800,416668,-157.88,85.09889564980458,0.2,162.08
Expected SARSA,22,3200,447738,-157.92,85.02024728839356,0.2,162.12
Expected SARSA,22,3600,475309,-166.34,77.91246003413978,0.16,169.7
Expected SARSA,22,4000,499547,-132.94,98.75395316292975,0.32,139.66
Expected SARSA,22,4400,523621,-86.56,105.78128378876862,0.54,97.9
Expected SARSA,22,4800,544717,-53.84,96.67753258189023,0.7,68.54
Expected SARSA,22,5200,563062,-66.74,100.98632156315598,0.64,80.18
Expected SARSA,22,5600,574487,-38.16,86.85135319049674,0.78,54.54
Expected SARSA,22,6000,582555,8.18,2.700642402791436,1.0,12.82
Expected SARSA,22,6400,589946,-4.44,49.96699318713571,0.94,24.18
Expected SARSA,22,6800,596914,-8.24,57.177689383756196,0.92,27.56
Expected SARSA,22,7200,603524,0.06,41.33507183089569,0.96,20.1
Expected SARSA,22,7600,610124,-0.2,41.28101802256809,0.96,20.36
Expected SARSA,22,8000,616992,3.7,29.491091702341546,0.98,16.88
Expected SARSA,22,8400,623480,5.18,29.718193424368234,0.98,15.4
Expected SARSA,22,8800,631024,8.14,2.4495730573439336,1.0,12.86
Expected SARSA,22,9200,638137,4.46,29.616742369332734,0.98,16.12
Expected SARSA,22,9600,645466,8.0,2.4660966430902955,1.0,13.0
Expected SARSA,22,10000,652512,-12.62,63.13053855274152,0.9,31.52
Expected SARSA,23,1,200,-744.78,148.58946181767166,0.1,191.04
Expected SARSA,23,400,78158,-200.0,0.0,0.0,200.0
Expected SARSA,23,800,153863,-200.0,0.0,0.0,200.0
Expected SARSA,23,1200,220240,-195.7,30.405591591021544,0.02,196.12
Expected SARSA,23,1600,280716,-195.78,29.839906166072307,0.02,196.2
Expected SARSA,23,2000,332130,-183.22,57.483729730015504,0.08,184.9
Expected SARSA,23,2400,375264,-149.6,90.60432030065044,0.24,154.64
Expected SARSA,23,2800,408794,-145.2,93.39317809286561,0.26,150.66
Expected SARSA,23,3200,440927,-149.46,90.85292218408694,0.24,154.5
Expected SARSA,23,3600,469817,-137.06,97.12298326117778,0.3,143.36
Expected SARSA,23,4000,496605,-158.16,84.53748353510991,0.2,162.36
Expected SARSA,23,4400,520734,-133.1,98.51701396619939,0.32,139.82
Expected SARSA,23,4800,541929,-99.3,105.88793652744779,0.48,109.38
Expected SARSA,23,5200,556530,-82.78,104.96885641144486,0.56,94.54
Expected SARSA,23,5600,566009,-0.72,41.1751064085462,0.96,20.88
Expected SARSA,23,6000,573772,-3.96,50.09132883533631,0.94,23.7
Expected SARSA,23,6400,580962,4.36,29.605404911941335,0.98,16.22
Expected SARSA,23,6800,587885,4.94,29.669203438128584,0.98,15.64
Expected SARSA,23,7200,594228,-12.96,63.03350582938297,0.9,31.86
Expected SARSA,23,7600,601331,4.18,29.5660381560482,0.98,16.4
Expected SARSA,23,8000,607839,3.8,29.515820731759902,0.98,16.78
Expected SARSA,23,8400,615719,-21.76,72.6747183955848,0.86,39.82
Expected SARSA,23,8800,623114,8.32,2.289639486817048,1.0,12.68
Expected SARSA,23,9200,631792,-25.6,76.91766071983888,0.84,43.24
Expected SARSA,23,9600,638906,-16.66,68.43367413124946,0.88,35.14
Expected SARSA,23,10000,647251,3.48,29.459927816251952,0.98,17.1
Expected SARSA,24,1,200,-762.4,242.40874571681607,0.06,192.7
Expected SARSA,24,400,78017,-200.0,0.0,0.0,200.0
Expected SARSA,24,800,152500,-195.72,30.26417023478423,0.02,196.14
Expected SARSA,24,1200,222576,-200.0,0.0,0.0,200.0
Expected SARSA,24,1600,285336,-200.0,0.0,0.0,200.0
Expected SARSA,24,2000,337843,-157.58,85.70644964180981,0.2,161.78
Expected SARSA,24,2400,382251,-191.5,42.065182655454315,0.04,192.34
Expected SARSA,24,2800,418901,-153.72,88.02899336848847,0.22,158.34
Expected SARSA,24,3200,452033,-153.82,87.84069300124388,0.22,158.44
Expected SARSA,24,3600,482220,-149.64,90.53080657309704,0.24,154.68
Expected SARSA,24,4000,508689,-141.24,95.19272824225641,0.28,147.12
Expected SARSA,24,4400,531589,-95.44,105.63223843088042,0.5,105.94
Expected SARSA,24,4800,547384,-70.06,102.77524715889244,0.62,83.08
Expected SARSA,24,5200,562081,-58.08,98.3618558887415,0.68,72.36
Expected SARSA,24,5600,574187,-24.9,77.23255367355642,0.84,42.54
Expected SARSA,24,6000,583357,-16.54,68.48423325176118,0.88,35.02
Expected SARSA,24,6400,590713,-0.42,41.21179244748637,0.96,20.58
Expected SARSA,24,6800,597563,-13.14,62.95868745876627,0.9,32.04
Expected SARSA,24,7200,604191,-8.94,56.95125377129505,0.92,28.26
Expected SARSA,24,7600,610724,7.86,2.364792781188065,1.0,13.14
Expected SARSA,24,8000,617444,3.8,29.504755756401337,0.98,16.78
Expected SARSA,24,8400,624608,7.96,2.449156456198496,1.0,13.04
Expected SARSA,24,8800,632062,-0.2,41.265195098661685,0.96,20.36
Expected SARSA,24,9200,639738,3.36,29.454745641684408,0.98,17.22
Expected SARSA,24,9600,647761,8.3,2.8802635933794223,1.0,12.7
Expected SARSA,24,10000,655604,-0.66,41.19372351636664,0.96,20.82
Expected SARSA,25,1,200,-759.0,112.02896855687982,0.06,196.32
Expected SARSA,25,400,78269,-200.0,0.0,0.0,200.0
Expected SARSA,25,800,152960,-200.0,0.0,0.0,200.0
Expected SARSA,25,1200,221183,-200.0,0.0,0.0,200.0
Expected SARSA,25,1600,283516,-191.5,42.065182655454315,0.04,192.34
Expected SARSA,25,2000,338102,-182.96,58.373868909200894,0.08,184.64
Expected SARSA,25,2400,382003,-153.52,88.41050819435252,0.22,158.14
Expected SARSA,25,2800,419816,-149.18,91.35793923477308,0.24,154.22
Expected SARSA,25,3200,449463,-115.84,104.12558351748692,0.4,124.24
Expected SARSA,25,3600,477081,-153.7,88.06774989420686,0.22,158.32
Expected SARSA,25,4000,504472,-149.56,90.67595590668915,0.24,154.6
Expected SARSA,25,4400,528004,-120.38,102.7417785578218,0.38,128.36
Expected SARSA,25,4800,548914,-91.52,105.2941923316548,0.52,102.44
Expected SARSA,25,5200,566110,-49.5,94.83524919456858,0.72,64.62
Expected SARSA,25,5600,577637,-8.62,57.06669567358917,0.92,27.94
Expected SARSA,25,6000,586203,-8.48,57.08755895775455,0.92,27.8
Expected SARSA,25,6400,593735,-20.84,73.07233207093992,0.86,38.9
Expected SARSA,25,6800,600742,4.28,29.59870377746503,0.98,16.3
Expected SARSA,25,7200,607752,-0.12,41.28430051954078,0.96,20.28
Expected SARSA,25,7600,614281,7.84,2.7801042411817467,1.0,13.16
Expected SARSA,25,8000,621593,-4.36,49.98071464809895,0.94,24.1
Expected SARSA,25,8400,629958,-0.22,41.256435490572315,0.96,20.38
Expected SARSA,25,8800,638493,-0.44,41.226185457145306,0.96,20.6
Expected SARSA,25,9200,646135,0.2,41.391609127001196,0.96,19.96
Expected SARSA,25,9600,654273,0.08,41.31948198896902,0.96,20.08
Expected SARSA,25,10000,662493,-8.52,57.082553895070895,0.92,27.84
Expected SARSA,26,1,200,-763.96,143.36836528071774,0.04,197.26
Expected SARSA,26,400,78578,-195.76,29.981327522309613,0.02,196.18
Expected SARSA,26,800,152759,-200.0,0.0,0.0,200.0
Expected SARSA,26,1200,220380,-200.0,0.0,0.0,200.0
Expected SARSA,26,1600,280259,-200.0,0.0,0.0,200.0
Expected SARSA,26,2000,331361,-174.7,69.21402771586885,0.12,177.22
Expected SARSA,26,2400,374649,-157.54,85.78549660969172,0.2,161.74
Expected SARSA,26,2800,410814,-149.64,90.53644209343979,0.24,154.68
Expected SARSA,26,3200,443143,-136.88,97.40188993682467,0.3,143.18
Expected SARSA,26,3600,472854,-132.56,99.31647211139278,0.32,139.28
Expected SARSA,26,4000,499869,-149.48,90.82057664900142,0.24,154.52
Expected SARSA,26,4400,523427,-116.26,103.60478477643507,0.4,124.66
Expected SARSA,26,4800,542271,-62.26,99.89010492148103,0.66,76.12
Expected SARSA,26,5200,555157,-54.26,96.39371010049761,0.7,68.96
Expected SARSA,26,5600,566452,-0.14,41.301287226073384,0.96,20.3
Expected SARSA,26,6000,575779,-4.42,49.97268233336927,0.94,24.16
Expected SARSA,26,6400,583299,-0.3,41.268780511398184,0.96,20.46
Expected SARSA,26,6800,590067,-8.14,57.22316143033023,0.92,27.46
Expected SARSA,26,7200,596843,8.64,2.5051783104894825,1.0,12.36
Expected SARSA,26,7600,603442,7.9,2.242902638301083,1.0,13.1
Expected SARSA,26,8000,610194,3.78,29.529155429984165,0.98,16.8
Expected SARSA,26,8400,617530,-4.86,49.87372217175399,0.94,24.6
Expected SARSA,26,8800,625673,4.32,29.601737400748235,0.98,16.26
Expected SARSA,26,9200,633151,7.84,2.493747282746205,1.0,13.16
Expected SARSA,26,9600,641791,3.7,29.50354527295778,0.98,16.88
Expected SARSA,26,10000,650491,-8.4,57.12285364163161,0.92,27.72
Expected SARSA,27,1,200,-777.5,103.19987541520719,0.02,199.94
Expected SARSA,27,400,78637,-200.0,0.0,0.0,200.0
Expected SARSA,27,800,153521,-200.0,0.0,0.0,200.0
Expected SARSA,27,1200,221469,-191.48,42.163549399441976,0.04,192.32
Expected SARSA,27,1600,282896,-183.02,58.16917270394366,0.08,184.7
Expected SARSA,27,2000,334651,-178.92,63.88632762291832,0.1,181.02
Expected SARSA,27,2400,379577,-157.9,85.059702922268,0.2,162.1
Expected SARSA,27,2800,415685,-191.64,41.3712707179309,0.04,192.48
Expected SARSA,27,3200,446140,-153.7,88.06867681948385,0.22,158.32
Expected SARSA,27,3600,476771,-124.52,101.67118669555121,0.36,132.08
Expected SARSA,27,4000,503493,-124.0,102.36908015327954,0.36,131.56
Expected SARSA,27,4400,530197,-128.84,100.15831549734304,0.34,135.98
Expected SARSA,27,4800,548419,-103.54,105.58586988024177,0.46,113.2
Expected SARSA,27,5200,560985,-24.78,77.2642668947005,0.84,42.42
Expected SARSA,27,5600,569956,-29.06,80.93192150423309,0.82,46.28
Expected SARSA,27,6000,578428,4.22,29.63539665153611,0.98,16.36
Expected SARSA,27,6400,585845,-8.58,57.08643285691032,0.92,27.9
Expected SARSA,27,6800,592759,-0.36,41.260130481457985,0.96,20.52
Expected SARSA,27,7200,599548,-0.3,41.25641570392044,0.96,20.46
Expected SARSA,27,7600,606055,-4.4,49.973053963601025,0.94,24.14
Expected SARSA,27,8000,613496,-12.76,63.094215265743664,0.9,31.66
Expected SARSA,27,8400,622868,-12.98,63.015220059789314,0.9,31.88
Expected SARSA,27,8800,631399,-4.32,49.987933237810054,0.94,24.06
Expected SARSA,27,9200,640168,-4.88,49.85351603672994,0.94,24.62
Expected SARSA,27,9600,649649,-7.88,57.30927196415276,0.92,27.2
Expected SARSA,27,10000,658269,7.76,2.470726572471824,1.0,13.24
Expected SARSA,28,1,200,-741.34,154.33605131236797,0.06,195.76
Expected SARSA,28,400,78227,-200.0,0.0,0.0,200.0
Expected SARSA,28,800,151842,-200.0,0.0,0.0,200.0
Expected SARSA,28,1200,218490,-200.0,0.0,0.0,200.0
Expected SARSA,28,1600,279967,-195.72,30.26417023478423,0.02,196.14
Expected SARSA,28,2000,332901,-187.3,50.77853073567085,0.06,188.56
Expected SARSA,28,2400,378447,-170.5,73.85956061254055,0.14,173.44
Expected SARSA,28,2800,416545,-162.2,81.50347432183867,0.18,165.98
Expected SARSA,28,3200,451158,-145.14,93.49691908052917,0.26,150.6
Expected SARSA,28,3600,481009,-153.62,88.22117150684872,0.22,158.24
Expected SARSA,28,4000,508321,-149.58,90.63857132724952,0.24,154.62
Expected SARSA,28,4400,531909,-115.96,103.98213347317247,0.4,124.36
Expected SARSA,28,4800,552167,-66.38,101.25254141431287,0.64,79.82
Expected SARSA,28,5200,566414,-49.72,94.6876799520079,0.72,64.84
Expected SARSA,28,5600,576754,-4.5,49.95109853544724,0.94,24.24
Expected SARSA,28,6000,585393,0.24,41.35834441876542,0.96,19.92
Expected SARSA,28,6400,592956,-4.98,49.84117222718174,0.94,24.72
Expected SARSA,28,6800,599877,-9.04,56.935681577853224,0.92,28.36
Expected SARSA,28,7200,606649,4.06,29.537530605751634,0.98,16.52
Expected SARSA,28,7600,613754,-4.7,49.90204690906262,0.94,24.44
Expected SARSA,28,8000,620833,8.58,2.5078651788128568,1.0,12.42
Expected SARSA,28,8400,627530,3.98,29.513393707997476,0.98,16.6
Expected SARSA,28,8800,635466,-8.0,57.250612687212566,0.92,27.32
Expected SARSA,28,9200,642932,8.56,2.6661904336658755,1.0,12.44
Expected SARSA,28,9600,649821,-0.34,41.26154012973281,0.96,20.5
Expected SARSA,28,10000,657493,8.06,2.999387692615319,1.0,12.94
Expected SARSA,29,1,200,-761.38,121.00816130344603,0.08,194.26
Expected SARSA,29,400,78270,-195.7,30.405591591021544,0.02,196.12
Expected SARSA,29,800,152860,-195.74,30.122748878546915,0.02,196.16
Expected SARSA,29,1200,219232,-200.0,0.0,0.0,200.0
Expected SARSA,29,1600,278584,-187.18,51.2583253566418,0.06,188.44
Expected SARSA,29,2000,331041,-178.76,64.36742743255873,0.1,180.86
Expected SARSA,29,2400,372660,-178.68,64.61043069893623,0.1,180.78
Expected SARSA,29,2800,411520,-153.48,88.48803447301765,0.22,158.1
Expected SARSA,29,3200,444957,-153.74,87.99114287523373,0.22,158.36
Expected SARSA,29,3600,474965,-153.44,88.56432229556928,0.22,158.06
Expected SARSA,29,4000,501039,-132.8,98.95927836999522,0.32,139.52
Expected SARSA,29,4400,525496,-120.42,102.68896767244598,0.38,128.4
Expected SARSA,29,4800,545911,-120.56,102.50896625790989,0.38,128.54
Expected SARSA,29,5200,561675,-74.94,103.16193135858136,0.6,87.54
Expected SARSA,29,5600,573620,-50.24,94.36805062939384,0.72,65.36
Expected SARSA,29,6000,583350,-24.48,77.41044595438747,0.84,42.12
Expected SARSA,29,6400,590577,-4.4,49.96325180182176,0.94,24.14
Expected SARSA,29,6800,597470,7.74,2.4810300691611205,1.0,13.26
Expected SARSA,29,7200,604248,-0.2,41.28002926751059,0.96,20.36
Expected SARSA,29,7600,610971,3.72,29.506858421010378,0.98,16.86
Expected SARSA,29,8000,617789,-4.4,49.96651940274098,0.94,24.14
Expected SARSA,29,8400,625692,-12.82,63.06319797453591,0.9,31.72
Expected SARSA,29,8800,632446,3.76,29.498917309775617,0.98,16.82
Expected SARSA,29,9200,640524,0.18,41.344096140976234,0.96,19.98
Expected SARSA,29,9600,648338,4.44,29.577404503148298,0.98,16.14
Expected SARSA,29,10000,656860,7.74,2.7760638703468077,1.0,13.26
